TAPP,Row,Field,Declared_I,Verdict,Description_key,Trigger,Matched_noun,Snippet,Description
SEM_TAPP_v13.csv,109,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
Solution_MC-ICP-MS_TAPP_v14.csv,110,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
Solution_Q-ICP-MS_TAPP_v16.csv,99,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
Solution_SF-ICP-MS_TAPP_v16.csv,95,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
TEM_TAPP_v15.csv,88,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
EPMA_TAPP_v16.csv,90,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence (3-sigma), one per reported concentration variable (one per analyte, these being the same set), derived from counting statistics on peak and background. Include the method and the resulting value for each."
EPMA_TAPP_v16.csv,90,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence (3-sigma), one per reported concentration variable (one per analyte, these being the same set), derived from counting statistics on peak and background. Include the method and the resulting value for each."
LA-MC-ICPMS_TAPP_v10.csv,141,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
LA-MC-ICPMS_UPb_TAPP_v10.csv,151,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
LA-Q-ICP-MS_TAPP_v14.csv,129,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,139,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
LA-SF-ICP-MS_TAPP_v14.csv,125,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,135,Detection Limit,reported property,CONFLICT,analyte,per X,element,"Report the value(s) and units per measured isotope or element group, these being the","Session detection limit, one per reported concentration variable, expressed in µg g⁻¹, ng g⁻¹, or wt% as appropriate. Report the value(s) and units per measured isotope or element group, these being the reported concentration variables. Mandatory at analysis level to demonstrate the reliability of reported near-detection-limit concentrations. The calculation method is captured separately in Detection Limit Method."
SEM_Composition_TAPP_v13.csv,88,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence, one per reported concentration variable (one per analyte, these being the same set). Include the method used and the resulting value for each."
SEM_Composition_TAPP_v13.csv,88,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence, one per reported concentration variable (one per analyte, these being the same set). Include the method used and the resulting value for each."
SEM_TAPP_v13.csv,120,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence, one per reported concentration variable (one per analyte, these being the same set). Include the method used and the resulting value for each."
SEM_TAPP_v13.csv,120,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Method detection limit at 99% confidence, one per reported concentration variable (one per analyte, these being the same set). Include the method used and the resulting value for each."
Solution_MC-ICP-MS_TAPP_v14.csv,123,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set), applicable when isotope dilution concentrations are also reported. For pure isotope ratio procedures (no concentration output), this field is N/A or reports the minimum sample mass required for a measurement at target precision. Specify units µg/g or µg/L and whether values are procedure-typical estimates or session-measured. Record 'N/A' where the procedure produces isotope ratios only and reports no concentrations."
Solution_MC-ICP-MS_TAPP_v14.csv,123,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set), applicable when isotope dilution concentrations are also reported. For pure isotope ratio procedures (no concentration output), this field is N/A or reports the minimum sample mass required for a measurement at target precision. Specify units µg/g or µg/L and whether values are procedure-typical estimates or session-measured. Record 'N/A' where the procedure produces isotope ratios only and reports no concentrations."
Solution_Q-ICP-MS_TAPP_v16.csv,107,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set). Specify units (µg/g or µg/L) and whether values are procedure-typical estimates or session-specific measured values."
Solution_Q-ICP-MS_TAPP_v16.csv,107,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set). Specify units (µg/g or µg/L) and whether values are procedure-typical estimates or session-specific measured values."
Solution_SF-ICP-MS_TAPP_v16.csv,103,Detection Limit,reported property,CONFLICT,analyte,per X,analyte,"d concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set). Specify units (µg/g or µg/L) and whether values are procedure-typical estimates or session-specific measured values."
Solution_SF-ICP-MS_TAPP_v16.csv,103,Detection Limit,reported property,CONFLICT,analyte,one per X,analyte,"orted concentration variable (one per analyte, these being the sa","Elemental detection limits, one per reported concentration variable (one per analyte, these being the same set). Specify units (µg/g or µg/L) and whether values are procedure-typical estimates or session-specific measured values."
EPMA_TAPP_v16.csv,62,Dwell Time per Pixel,analyte,CONFLICT,channel,per X,spectrometer,"ng, in milliseconds. For WDS: per spectrometer per pixel; may differ by anal","Time spent acquiring X-ray signal at each pixel during X-ray mapping, in milliseconds. For WDS: per spectrometer per pixel; may differ by analyte if spectrometers are assigned differently. For EDS: total live-time per spectrum per pixel."
SEM_Composition_TAPP_v13.csv,49,Dwell Time per Pixel,analyte,CONFLICT,channel,per X,spectrometer,"DS mapping, the dwell time is per spectrometer per pixel.","Time the electron beam dwells on each pixel during raster scanning (imaging modes) or on each step position during compositional mapping (EDS and WDS mapping modes), in microseconds or milliseconds. Longer dwell time improves signal-to-noise and counting statistics but increases total dose and can cause beam damage or contamination on sensitive materials. For WDS mapping, the dwell time is per spectrometer per pixel."
SEM_Composition_TAPP_v13.csv,49,Dwell Time per Pixel,analyte,CONFLICT,preparation step,each X,step,canning (imaging modes) or on each step position during compositional mapping (EDS an,"Time the electron beam dwells on each pixel during raster scanning (imaging modes) or on each step position during compositional mapping (EDS and WDS mapping modes), in microseconds or milliseconds. Longer dwell time improves signal-to-noise and counting statistics but increases total dose and can cause beam damage or contamination on sensitive materials. For WDS mapping, the dwell time is per spectrometer per pixel."
SEM_TAPP_v13.csv,58,Dwell Time per Pixel,analyte,CONFLICT,channel,per X,spectrometer,"DS mapping, the dwell time is per spectrometer per pixel.","Time the electron beam dwells on each pixel during raster scanning (imaging modes) or on each step position during compositional mapping (EDS and WDS mapping modes), in microseconds or milliseconds. Longer dwell time improves signal-to-noise and counting statistics but increases total dose and can cause beam damage or contamination on sensitive materials. For WDS mapping, the dwell time is per spectrometer per pixel."
SEM_TAPP_v13.csv,58,Dwell Time per Pixel,analyte,CONFLICT,preparation step,each X,step,canning (imaging modes) or on each step position during compositional mapping (EDS an,"Time the electron beam dwells on each pixel during raster scanning (imaging modes) or on each step position during compositional mapping (EDS and WDS mapping modes), in microseconds or milliseconds. Longer dwell time improves signal-to-noise and counting statistics but increases total dose and can cause beam damage or contamination on sensitive materials. For WDS mapping, the dwell time is per spectrometer per pixel."
SEM_Composition_TAPP_v13.csv,53,Technique per Analyte,analyte,CONFLICT,channel,each X,detector,"WDS simultaneously, assigning each element to the detector appropriate to its concent","For each analyte, records which X-ray detection technique (EDS or WDS) was used to collect the measurement. Required when a procedure employs both EDS and WDS simultaneously, assigning each element to the detector appropriate to its concentration range, line overlap situation, or required precision. List in the same order as the Analyte field."
SEM_TAPP_v13.csv,62,Technique per Analyte,analyte,CONFLICT,channel,each X,detector,"WDS simultaneously, assigning each element to the detector appropriate to its concent","For each analyte, records which X-ray detection technique (EDS or WDS) was used to collect the measurement. Required when a procedure employs both EDS and WDS simultaneously, assigning each element to the detector appropriate to its concentration range, line overlap situation, or required precision. List in the same order as the Analyte field."
EPMA_TAPP_v16.csv,48,Analyte,defines: analyte,REDUNDANT,analyte,each X,element,nalyte' apply individually to each element in this list.,"The element(s) measured by this procedure. The procedure registers the full analyte suite the procedure is designed to measure; analysts record the specific subset actually measured in a given session, which may be narrower. Fields whose Keyed By column declares 'analyte' apply individually to each element in this list."
SEM_Composition_TAPP_v13.csv,51,Analyte,defines: analyte,REDUNDANT,analyte,each X,element,nalyte' apply individually to each element in this list.,"Element(s) measured by this procedure. The procedure registers the full intended analyte suite; analysts record the specific subset measured in a given session, which may be narrower. Fields whose Keyed By column declares 'analyte' apply individually to each element in this list."
SEM_TAPP_v13.csv,60,Analyte,defines: analyte,REDUNDANT,analyte,each X,element,nalyte' apply individually to each element in this list.,"Element(s) measured by this procedure. The procedure registers the full intended analyte suite; analysts record the specific subset measured in a given session, which may be narrower. Fields whose Keyed By column declares 'analyte' apply individually to each element in this list."
Solution_Q-ICP-MS_TAPP_v16.csv,62,Analyte,defines: analyte,REDUNDANT,analyte,each X,element,nalyte' apply individually to each element or isotope in this list.,"Elements or isotopes this procedure is designed to measure. The procedure registers the full analyte suite; at analysis level, the analyst records the specific subset actually measured in the session, which may be narrower if certain masses were excluded due to interferences or scope reduction. Fields whose Keyed By column declares 'analyte' apply individually to each element or isotope in this list."
Solution_SF-ICP-MS_TAPP_v16.csv,61,Analyte,defines: analyte,REDUNDANT,analyte,each X,element,nalyte' apply individually to each element or isotope in this list.,"Elements or isotopes this procedure is designed to measure. The procedure registers the full analyte suite; at analysis level, the analyst records the specific subset actually measured in the session, which may be narrower if certain masses were excluded due to interferences or scope reduction. Fields whose Keyed By column declares 'analyte' apply individually to each element or isotope in this list."
LA-MC-ICPMS_TAPP_v10.csv,100,Collector Configuration,defines: channel,REDUNDANT,channel,each X,collector,"the mass number monitored in each collector position (e.g., L4=116Sn, L3=","Assignment of isotope masses to Faraday cup or ion counter detector positions for this procedure. Lists the mass number monitored in each collector position (e.g., L4=116Sn, L3=117Sn, L2=118Sn, L1=119Sn, Ax=120Sn, H1=121Sb, H2=122Sn, H3=123Sb, H4=124Sn). For static multi-collection procedures, one configuration applies throughout the measurement. For multi-dynamic procedures, list all configurations and the cycling sequence. Includes all interference-monitor masses collected in addition to analyte isotopes. Different element systems require different mass assignments within the collector array span."
LA-MC-ICPMS_UPb_TAPP_v10.csv,101,Collector Configuration,defines: channel,REDUNDANT,channel,each X,collector,"the mass number monitored in each collector position (e.g., L4=116Sn, L3=","Assignment of isotope masses to Faraday cup or ion counter detector positions for this procedure. Lists the mass number monitored in each collector position (e.g., L4=116Sn, L3=117Sn, L2=118Sn, L1=119Sn, Ax=120Sn, H1=121Sb, H2=122Sn, H3=123Sb, H4=124Sn). For static multi-collection procedures, one configuration applies throughout the measurement. For multi-dynamic procedures, list all configurations and the cycling sequence. Includes all interference-monitor masses collected in addition to analyte isotopes. Different element systems require different mass assignments within the collector array span."
Solution_MC-ICP-MS_TAPP_v14.csv,69,Collector Configuration,defines: channel,REDUNDANT,channel,each X,collector,"the mass number monitored in each collector position (e.g., L4=116Sn, L3=","Assignment of isotope masses to Faraday cup or ion counter detector positions for this procedure. Lists the mass number monitored in each collector position (e.g., L4=116Sn, L3=117Sn, L2=118Sn, L1=119Sn, Ax=120Sn, H1=121Sb, H2=122Sn, H3=123Sb, H4=124Sn). For static multi-collection procedures, one configuration applies throughout the measurement. For multi-dynamic procedures, list all configurations and the cycling sequence. Includes all interference-monitor masses collected in addition to analyte isotopes. Different element systems require different mass assignments within the collector array span."
EPMA_TAPP_v16.csv,94,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,per X,analysis,intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
EPMA_TAPP_v16.csv,94,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,for each X,analysis,ak and background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
EPMA_TAPP_v16.csv,94,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,each X,analysis,nd background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_Composition_TAPP_v13.csv,92,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,per X,analysis,intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_Composition_TAPP_v13.csv,92,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,for each X,analysis,ak and background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_Composition_TAPP_v13.csv,92,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,each X,analysis,nd background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_TAPP_v13.csv,124,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,per X,analysis,intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_TAPP_v13.csv,124,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,for each X,analysis,ak and background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
SEM_TAPP_v13.csv,124,Counting Statistics Error,sampling unit x analyte,REDUNDANT,sampling unit,each X,analysis,nd background intensities for each analyte per analysis.,1-sigma uncertainty propagated from counting statistics on peak and background intensities for each analyte per analysis.
EPMA_TAPP_v16.csv,52,Diffracting Crystal,analyte,REDUNDANT,analyte,for each X,analyte,used in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
EPMA_TAPP_v16.csv,52,Diffracting Crystal,analyte,REDUNDANT,analyte,each X,analyte,d in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
SEM_Composition_TAPP_v13.csv,59,Diffracting Crystal,analyte,REDUNDANT,analyte,for each X,analyte,used in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
SEM_Composition_TAPP_v13.csv,59,Diffracting Crystal,analyte,REDUNDANT,analyte,each X,analyte,d in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
SEM_TAPP_v13.csv,68,Diffracting Crystal,analyte,REDUNDANT,analyte,for each X,analyte,used in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
SEM_TAPP_v13.csv,68,Diffracting Crystal,analyte,REDUNDANT,analyte,each X,analyte,d in the WDS spectrometer for each analyte. Crystal choice det,Analyzing crystal (monochromator) used in the WDS spectrometer for each analyte. Crystal choice determines the detectable wavelength range and dispersion.
LA-Q-ICP-MS_TAPP_v14.csv,91,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,Count time (dwell time) per mass position for each measured isotope in millise,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-Q-ICP-MS_TAPP_v14.csv,91,Dwell Time per Mass,channel,REDUNDANT,channel,for each X,isotope,dwell time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-Q-ICP-MS_TAPP_v14.csv,91,Dwell Time per Mass,channel,REDUNDANT,channel,each X,isotope,l time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,92,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,Count time (dwell time) per mass position for each measured isotope in millise,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,92,Dwell Time per Mass,channel,REDUNDANT,channel,for each X,isotope,dwell time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,92,Dwell Time per Mass,channel,REDUNDANT,channel,each X,isotope,l time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_TAPP_v14.csv,87,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,Count time (dwell time) per mass position for each measured isotope in millise,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_TAPP_v14.csv,87,Dwell Time per Mass,channel,REDUNDANT,channel,for each X,isotope,dwell time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_TAPP_v14.csv,87,Dwell Time per Mass,channel,REDUNDANT,channel,each X,isotope,l time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,88,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,Count time (dwell time) per mass position for each measured isotope in millise,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,88,Dwell Time per Mass,channel,REDUNDANT,channel,for each X,isotope,dwell time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,88,Dwell Time per Mass,channel,REDUNDANT,channel,each X,isotope,l time) per mass position for each measured isotope in milliseconds. Longer dwell tim,"Count time (dwell time) per mass position for each measured isotope in milliseconds. Longer dwell times improve counting statistics and lower detection limits but reduce the number of isotopes measurable within a given scan cycle time. For mapping, scan cycle time directly determines spatial resolution at a given scan speed: shorter cycle time = finer spatial resolution."
Solution_Q-ICP-MS_TAPP_v16.csv,65,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,y differ between masses where per-mass dwell times are programmed.,Integration time spent on each mass peak per sweep (ms). May differ between masses where per-mass dwell times are programmed.
Solution_Q-ICP-MS_TAPP_v16.csv,65,Dwell Time per Mass,channel,REDUNDANT,channel,each X,mass,Integration time spent on each mass peak per sweep (ms). May differ bet,Integration time spent on each mass peak per sweep (ms). May differ between masses where per-mass dwell times are programmed.
Solution_SF-ICP-MS_TAPP_v16.csv,67,Dwell Time per Mass,channel,REDUNDANT,channel,per X,mass,y differ between masses where per-mass dwell times are programmed.,Integration time spent on each mass peak per sweep (ms). May differ between masses where per-mass dwell times are programmed.
Solution_SF-ICP-MS_TAPP_v16.csv,67,Dwell Time per Mass,channel,REDUNDANT,channel,each X,mass,Integration time spent on each mass peak per sweep (ms). May differ bet,Integration time spent on each mass peak per sweep (ms). May differ between masses where per-mass dwell times are programmed.
EPMA_TAPP_v16.csv,50,EPMA Technique per Analyte,analyte,REDUNDANT,analyte,each X,analyte,Whether each analyte was measured by WDS or EDS. In a WDS+EDS p,"Whether each analyte was measured by WDS or EDS. In a WDS+EDS procedure, some elements may be assigned to WDS and others to EDS."
LA-MC-ICPMS_TAPP_v10.csv,52,Faraday Cup Amplifier Resistor Values,channel,REDUNDANT,channel,per X,cup,"s). Report the resistor value per cup position, or note 'all 10¹¹","Resistance values (Ω) of the feedback resistors in the Faraday cup amplifiers. Standard amplifiers use 10¹¹ Ω resistors, yielding 1 V per ~6.24 × 10⁶ ion counts per second. High-gain amplifiers (10¹² or 10¹³ Ω) are fitted to selected cups to improve signal-to-noise for very low-intensity beams (e.g., 234U, low-abundance spike isotopes). Report the resistor value per cup position, or note 'all 10¹¹ Ω' if uniform."
LA-MC-ICPMS_UPb_TAPP_v10.csv,53,Faraday Cup Amplifier Resistor Values,channel,REDUNDANT,channel,per X,cup,"s). Report the resistor value per cup position, or note 'all 10¹¹","Resistance values (Ω) of the feedback resistors in the Faraday cup amplifiers. Standard amplifiers use 10¹¹ Ω resistors, yielding 1 V per ~6.24 × 10⁶ ion counts per second. High-gain amplifiers (10¹² or 10¹³ Ω) are fitted to selected cups to improve signal-to-noise for very low-intensity beams (e.g., 234U, low-abundance spike isotopes). Report the resistor value per cup position, or note 'all 10¹¹ Ω' if uniform."
Solution_MC-ICP-MS_TAPP_v14.csv,48,Faraday Cup Amplifier Resistor Values,channel,REDUNDANT,channel,per X,cup,"s). Report the resistor value per cup position, or note 'all 10¹¹","Resistance values (Ω) of the feedback resistors in the Faraday cup amplifiers. Standard amplifiers use 10¹¹ Ω resistors, yielding 1 V per ~6.24 × 10⁶ ion counts per second. High-gain amplifiers (10¹² or 10¹³ Ω) are fitted to selected cups to improve signal-to-noise for very low-intensity beams (e.g., 234U, low-abundance spike isotopes). Report the resistor value per cup position, or note 'all 10¹¹ Ω' if uniform."
LA-MC-ICPMS_TAPP_v10.csv,53,Faraday Cup Gain Calibration Method,channel,REDUNDANT,channel,each X,cup,ain (amplification factor) of each Faraday cup amplifier at the start of or during ea,"Method used to calibrate the relative gain (amplification factor) of each Faraday cup amplifier at the start of or during each analytical session. Relative gain differences between amplifiers cause systematic errors in isotope ratios if uncorrected. Common approaches: instrument internal gain calibration routine (measures signal in each cup sequentially using a common beam), amplifier rotation procedure, or measurement of a known isotope ratio solution in each cup. For instruments with SEM detectors, also describes the SEM-to-Faraday cross-calibration sequence. Specify frequency (per session, per block, weekly)."
LA-MC-ICPMS_UPb_TAPP_v10.csv,54,Faraday Cup Gain Calibration Method,channel,REDUNDANT,channel,each X,cup,ain (amplification factor) of each Faraday cup amplifier at the start of or during ea,"Method used to calibrate the relative gain (amplification factor) of each Faraday cup amplifier at the start of or during each analytical session. Relative gain differences between amplifiers cause systematic errors in isotope ratios if uncorrected. Common approaches: instrument internal gain calibration routine (measures signal in each cup sequentially using a common beam), amplifier rotation procedure, or measurement of a known isotope ratio solution in each cup. For instruments with SEM detectors, also describes the SEM-to-Faraday cross-calibration sequence. Specify frequency (per session, per block, weekly)."
